"name","H","epoch","e","a","i","om","w","class","albedo","diameter","ma"
,15.88,2460600.5,0.1564,2.264,6.24,192.94,120.16,MBA,,,253.65
,16.04,2460600.5,0.2309,2.541,7.73,69.36,240.83,MBA,,,224.91
,14.42,2460600.5,0.0530,3.111,8.72,210.86,39.21,MBA,0.184,5.137,76.94
,14.97,2460600.5,0.0424,2.814,4.28,59.80,191.66,MBA,0.240,3.417,323.73
,15.74,2460600.5,0.1680,2.42,3.73,85.75,186.91,MBA,,,48.91
,15.37,2460600.5,0.0790,2.731,2.04,85.21,233.83,MBA,,,340.58
,14.74,2460600.5,0.1164,3.124,2.62,66.95,207.69,MBA,0.094,5.701,52.72
,13.77,2460600.5,0.0962,3.201,6.11,250.10,87.98,OMB,0.054,11.946,299.65
,16.04,2460600.5,0.1375,2.371,4.77,203.94,66.29,MBA,,,122.82
,14.83,2460600.5,0.2108,2.739,7.02,119.87,184.41,MBA,0.287,3.271,7.87
,16.04,2460600.5,0.2047,2.237,10.22,82.11,212.44,MBA,,,315.57
,14.39,2460600.5,0.0474,3.04,12.79,112.02,165.44,MBA,0.093,6.590,97.38
,14.81,2460600.5,0.0966,3.044,9.72,206.73,146.37,MBA,0.135,4.354,18.50
,14.43,2460600.5,0.2624,2.687,13.95,282.88,0.97,MBA,0.174,4.599,45.61
,15.87,2460600.5,0.0902,2.459,4.62,314.86,345.01,MBA,0.225,1.938,307.73
,15.80,2460600.5,0.1910,2.179,4.23,139.64,182.89,MBA,,,32.66
,16.24,2460600.5,0.1283,2.227,4.83,90.13,134.19,MBA,0.092,1.916,20.31
,16.04,2460600.5,0.1627,2.235,7.91,158.74,165.24,MBA,,,286.28
,15.13,2460600.5,0.0712,2.704,12.63,113.79,139.60,MBA,0.190,2.613,57.95
,15.28,2460600.5,0.1971,2.637,7.30,112.80,212.37,MBA,0.129,2.331,97.74
,15.04,2460600.5,0.0999,2.542,21.44,198.01,253.45,MBA,,,47.04
"Brazos Bend",14.96,2460600.5,0.2248,2.393,6.48,60.29,333.75,MBA,,,314.98
,15.22,2460600.5,0.1694,2.622,17.75,128.65,195.64,MBA,0.234,2.750,94.28
Noshiro,14.87,2460600.5,0.1537,2.766,8.10,96.40,144.30,MBA,0.034,5.938,30.04
,14.94,2460600.5,0.1771,3.081,5.84,109.77,124.80,MBA,,,116.87
,14.84,2460600.5,0.0161,2.937,10.71,50.63,165.71,MBA,0.157,4.228,237.14
,14.43,2460600.5,0.3220,2.934,15.11,66.29,280.26,MBA,0.082,6.721,141.00
,16.16,2460600.5,0.1462,2.167,3.43,121.86,212.22,MBA,,,32.68
,15.05,2460600.5,0.0316,2.902,0.99,288.27,344.21,MBA,,,218.27
,14.72,2460600.5,0.1455,2.783,7.69,220.37,115.78,MBA,0.086,4.653,294.55
,15.74,2460600.5,0.2263,2.382,4.24,235.87,60.03,MBA,,,100.72
,15.36,2460600.5,0.1484,2.605,8.17,145.72,156.03,MBA,0.344,2.372,141.90
,15.48,2460600.5,0.0776,2.722,5.66,214.60,356.16,MBA,0.069,4.617,102.21
,15.45,2460600.5,0.2060,2.43,4.92,198.99,94.31,MBA,,,34.58
,15.19,2460600.5,0.1618,3.107,4.60,97.44,178.56,MBA,,,81.55
,15.37,2460600.5,0.1422,2.446,7.65,87.99,222.85,MBA,,,345.42
,15.68,2460600.5,0.1363,2.343,7.36,42.45,287.91,MBA,,,118.21
,15.38,2460600.5,0.0971,2.768,1.91,31.47,307.01,MBA,,,300.46
,15.57,2460600.5,0.1329,2.583,8.26,133.50,148.81,MBA,0.077,4.160,188.90
,15.77,2460600.5,0.2136,2.544,9.93,86.54,254.09,MBA,0.225,1.850,190.84
,15.73,2460600.5,0.1178,2.551,2.41,158.19,157.20,MBA,0.155,2.444,198.49
,16.02,2460600.5,0.0974,2.634,3.35,151.91,128.92,MBA,,,143.82
,15.36,2460600.5,0.2591,2.583,10.14,147.45,157.57,MBA,0.248,2.548,189.15
,15.59,2460600.5,0.2460,2.443,7.87,104.36,207.84,MBA,,,5.81
,14.07,2460600.5,0.1618,3.066,16.39,210.67,53.05,MBA,0.080,8.534,123.78
,14.49,2460600.5,0.1324,2.679,10.15,261.04,274.49,MBA,0.117,7.405,178.10
,15.31,2460600.5,0.2506,2.378,13.44,105.65,234.66,MBA,0.072,4.969,71.66
,14.99,2460600.5,0.2725,2.631,5.13,274.96,75.76,MBA,0.043,5.265,94.73
,15.33,2460600.5,0.1155,2.354,8.20,97.48,159.55,MBA,,,153.71
,15.32,2460600.5,0.2466,2.543,7.35,138.07,187.94,MBA,0.182,2.711,208.12
,15.68,2460600.5,0.1591,2.57,9.47,143.06,170.71,MBA,0.297,2.028,176.82
,14.57,2460600.5,0.2754,2.804,10.39,122.87,248.43,MBA,0.182,3.853,265.89
,14.83,2460600.5,0.1777,2.553,15.06,116.27,187.07,MBA,0.275,3.340,219.78
,15.57,2460600.5,0.1806,2.61,14.34,159.75,142.52,MBA,0.376,1.802,154.78
,14.91,2460600.5,0.2815,2.346,22.27,101.37,254.72,MBA,0.235,3.008,89.56
,15.14,2460600.5,0.1297,2.714,8.21,279.10,12.10,MBA,0.233,2.398,81.40
,14.68,2460600.5,0.1365,2.612,13.68,246.21,101.42,MBA,0.297,3.214,153.66
,15.60,2460600.5,0.0130,2.752,0.79,355.59,227.58,MBA,,,60.92
,16.18,2460600.5,0.0643,2.524,3.44,120.89,157.60,MBA,,,259.78
,15.58,2460600.5,0.2609,2.404,6.35,127.54,195.32,MBA,,,31.41
,15.09,2460600.5,0.1058,2.569,15.71,85.93,197.36,MBA,0.228,3.197,218.52
,15.74,2460600.5,0.1906,2.458,3.59,105.98,261.62,MBA,,,319.87
,14.74,2460600.5,0.2995,2.755,10.10,97.03,242.78,MBA,0.031,6.303,5.07
,15.57,2460600.5,0.1590,2.307,4.31,329.37,351.48,MBA,,,235.59
,15.82,2460600.5,0.1691,2.349,5.10,83.74,303.79,MBA,0.246,1.853,96.06
,15.05,2460600.5,0.2118,2.6,13.57,130.59,221.12,MBA,,,171.71
,15.82,2460600.5,0.1788,2.421,2.36,86.72,236.06,MBA,,,54.44
,15.09,2460600.5,0.1073,2.634,12.16,249.97,88.65,MBA,0.052,5.297,140.31
,15.24,2460600.5,0.1558,2.367,5.60,276.77,80.95,MBA,0.339,2.389,93.55
,16.38,2460600.5,0.1289,2.401,3.70,8.48,0.38,MBA,0.059,2.876,33.66
,15.23,2460600.5,0.2846,2.597,2.98,321.61,31.39,MBA,0.059,4.019,177.84
,14.77,2460600.5,0.1958,2.616,11.47,321.48,16.49,MBA,0.038,8.553,164.27
,15.11,2460600.5,0.1900,2.602,12.55,113.00,262.46,MBA,0.278,2.766,136.18
,15.94,2460600.5,0.1697,2.328,3.98,122.89,250.95,MBA,0.050,4.115,144.47
Rozek,15.30,2460600.5,0.0883,1.938,19.99,229.42,205.62,IMB,,,121.33
,15.80,2460600.5,0.0886,2.486,7.21,103.08,322.05,MBA,,,218.53
,13.79,2460600.5,0.1562,2.586,26.82,257.03,118.45,MBA,0.068,10.196,169.62
,15.51,2460600.5,0.0472,2.632,21.69,194.84,233.81,MBA,,,356.98
,14.35,2460600.5,0.0161,3.188,5.54,311.83,28.43,MBA,0.100,6.361,349.34
,15.82,2460600.5,0.1718,2.663,4.22,269.14,38.08,MBA,0.028,3.987,122.00
,16.37,2460600.5,0.0734,2.199,2.45,257.83,214.83,MBA,,,240.00
,15.43,2460600.5,0.2359,2.381,3.88,255.50,78.79,MBA,,,98.02
,15.70,2460600.5,0.2006,2.575,11.44,319.82,36.89,MBA,,,188.74
,16.91,2460600.5,0.1967,2.236,3.66,139.27,193.84,MBA,0.053,2.903,323.68
,14.32,2460600.5,0.1709,2.552,22.62,325.66,78.38,MBA,0.064,7.963,169.30
,15.03,2460600.5,0.1514,2.527,10.81,302.50,78.39,MBA,,,220.31
,16.46,2460600.5,0.0985,1.933,23.30,148.21,223.85,IMB,,,179.12
,16.53,2460600.5,0.0954,2.23,7.35,45.35,218.25,MBA,,,58.19
,13.56,2460600.5,0.2307,3.101,15.14,279.41,131.90,MBA,,,34.97
,14.01,2460600.5,0.1205,3.068,12.41,267.68,72.32,MBA,0.184,5.634,107.56
,14.43,2460600.5,0.1233,3.055,10.41,223.37,128.35,MBA,0.149,4.753,104.26
,15.04,2460600.5,0.0855,2.781,11.27,281.74,329.13,MBA,0.212,2.884,67.61
,13.70,2460600.5,0.0626,3.16,9.11,291.76,223.53,MBA,0.126,6.805,225.25
,14.57,2460600.5,0.1155,3.19,5.86,206.37,133.81,MBA,,,13.97
,15.69,2460600.5,0.1530,2.335,5.80,264.15,84.01,MBA,,,162.26
,14.60,2460600.5,0.1188,3.016,8.80,279.66,60.89,MBA,,,133.25
,14.39,2460600.5,0.1936,3.024,8.88,276.52,136.53,MBA,0.045,8.227,79.64
Calamandrei,16.10,2460600.5,0.1242,2.413,5.11,277.47,80.34,MBA,,,29.83
,14.98,2460600.5,0.1285,2.442,12.81,40.39,49.26,MBA,0.142,3.832,297.31
,14.73,2460600.5,0.0954,3.113,8.74,235.86,114.20,MBA,,,41.76
,15.02,2460600.5,0.0526,2.777,5.49,314.10,25.56,MBA,0.248,2.668,6.59
,15.66,2460600.5,0.2522,2.602,3.09,330.33,348.83,MBA,,,198.70
,15.68,2460600.5,0.1922,2.394,2.15,129.81,191.31,MBA,,,106.96
,15.36,2460600.5,0.1990,2.651,6.81,47.55,203.12,MBA,0.074,4.659,169.93
,14.66,2460600.5,0.0507,3.067,7.91,21.65,68.89,MBA,0.149,4.985,337.74
,15.07,2460600.5,0.1842,2.603,10.30,296.00,44.21,MBA,0.036,6.792,177.05
,15.51,2460600.5,0.2293,2.558,4.30,135.25,260.46,MBA,,,180.91
,15.04,2460600.5,0.1070,2.921,1.03,192.36,193.56,MBA,,,168.13
,16.54,2460600.5,0.1143,2.275,7.43,44.20,344.49,MBA,,,208.89
,14.19,2460600.5,0.1131,2.99,8.65,303.71,92.46,MBA,0.108,6.713,99.17
,15.24,2460600.5,0.1655,2.783,10.12,60.45,283.08,MBA,,,338.37
,14.73,2460600.5,0.0800,3.049,10.35,8.37,117.53,MBA,0.162,4.553,324.09
,16.12,2460600.5,0.2397,2.381,6.40,57.23,332.50,MBA,0.067,3.561,74.32
,14.72,2460600.5,0.0958,2.614,9.16,123.77,323.61,MBA,0.171,4.233,76.10
,15.94,2460600.5,0.0921,2.363,6.50,288.90,333.48,MBA,,,215.60
,15.78,2460600.5,0.1128,2.607,2.56,233.40,136.76,MBA,,,165.83
,15.07,2460600.5,0.1501,2.669,13.04,207.68,173.64,MBA,,,90.62
,16.32,2460600.5,0.2227,2.378,9.83,180.54,225.37,MBA,0.085,2.751,77.45
,14.75,2460600.5,0.0851,2.843,12.16,112.86,217.88,MBA,0.075,6.705,300.16
,14.75,2460600.5,0.1335,3.07,9.37,173.79,167.26,MBA,0.169,4.677,92.32
,15.11,2460600.5,0.1649,2.766,8.80,44.71,292.60,MBA,0.071,5.211,2.28
,14.51,2460600.5,0.1372,3.089,5.14,304.59,50.97,MBA,0.081,7.060,91.24
,13.39,2460600.5,0.1381,3.963,8.31,130.27,196.36,OMB,0.065,13.700,331.73
,13.89,2460600.5,0.2119,3.15,11.60,318.34,58.32,MBA,0.057,11.105,5.99
,15.10,2460600.5,0.1580,2.616,3.96,97.14,291.02,MBA,0.146,2.634,103.91
,14.37,2460600.5,0.2262,3.983,2.86,16.62,306.43,OMB,,,327.44
,14.72,2460600.5,0.1274,3.083,9.54,180.83,248.34,MBA,0.086,4.750,353.05
,15.23,2460600.5,0.1878,2.432,2.62,9.50,28.11,MBA,,,32.85
,14.80,2460600.5,0.0640,2.727,6.18,87.65,300.77,MBA,0.066,6.812,350.64
,14.68,2460600.5,0.0942,3.108,9.05,254.46,92.29,MBA,0.083,5.309,52.79
,15.84,2460600.5,0.0834,2.425,7.40,283.85,354.16,MBA,,,79.08
,14.74,2460600.5,0.1762,3.02,9.56,49.27,351.88,MBA,,,90.38
Whitehead,14.30,2460600.5,0.0739,3.156,14.91,317.52,39.96,MBA,0.051,8.495,7.11
,15.51,2460600.5,0.1921,2.515,12.31,136.87,240.69,MBA,,,261.43
,16.07,2460600.5,0.2596,2.608,5.16,134.21,199.52,MBA,,,180.52
,15.66,2460600.5,0.2062,2.396,3.32,111.65,286.45,MBA,0.271,2.224,49.40
,16.38,2460600.5,0.2491,2.355,1.32,307.92,36.64,MBA,,,148.86
,15.94,2460600.5,0.2269,2.181,5.97,335.65,26.82,MBA,0.326,1.848,61.16
,14.25,2460600.5,0.1099,2.979,10.15,359.82,47.11,MBA,0.117,6.151,107.40
,15.32,2460600.5,0.1371,2.648,9.75,357.88,340.43,MBA,0.147,2.287,121.53
,15.11,2460600.5,0.2512,2.54,10.76,252.55,125.85,MBA,,,249.01
,15.70,2460600.5,0.2631,2.37,1.96,276.62,63.64,MBA,,,107.92
,14.65,2460600.5,0.1929,2.753,8.60,294.94,141.91,MBA,,,283.88
,14.91,2460600.5,0.0791,2.736,11.78,106.11,343.13,MBA,0.265,3.248,312.92
,15.16,2460600.5,0.2138,2.618,5.09,130.39,317.45,MBA,0.253,2.766,65.21
,16.10,2460600.5,0.0927,2.433,3.99,50.24,114.99,MBA,,,180.19
,15.32,2460600.5,0.0529,2.376,6.89,325.66,152.39,MBA,0.396,2.111,333.81
,15.86,2460600.5,0.0600,1.939,17.60,250.03,49.44,IMB,,,236.69
,14.95,2460600.5,0.0145,3.013,8.37,317.28,25.47,MBA,0.128,4.267,127.75
,15.56,2460600.5,0.1382,2.521,1.90,8.70,322.18,MBA,,,275.59
,13.72,2460600.5,0.1127,3.173,18.45,119.35,124.64,MBA,0.075,10.615,124.26
,13.91,2460600.5,0.1021,3.135,16.13,359.57,338.28,MBA,0.049,9.552,59.20
,14.51,2460600.5,0.1441,2.973,9.91,279.37,38.24,MBA,0.117,4.662,207.21
,15.12,2460600.5,0.1655,2.281,5.31,311.39,100.02,MBA,0.212,2.885,218.69
,14.11,2460600.5,0.0978,2.935,16.52,347.01,1.56,MBA,0.032,8.515,214.94
,14.49,2460600.5,0.1354,2.618,21.23,215.72,252.93,MBA,0.380,3.416,49.15
,14.43,2460600.5,0.2657,3.098,12.68,129.38,202.25,MBA,,,73.20
,15.93,2460600.5,0.2468,2.592,3.27,314.72,55.49,MBA,,,164.72
,15.18,2460600.5,0.1273,2.575,3.96,63.08,278.01,MBA,,,204.74
,14.97,2460600.5,0.1213,2.865,3.99,275.16,114.46,MBA,,,231.43
,14.86,2460600.5,0.0935,2.722,7.98,280.23,71.43,MBA,,,22.33
,16.47,2460600.5,0.0648,1.91,24.44,144.18,163.98,IMB,,,309.63
Kocherhans,14.43,2460600.5,0.0421,2.997,7.81,270.65,102.65,MBA,0.146,5.023,117.35
,14.69,2460600.5,0.3249,2.863,8.34,342.69,1.40,MBA,0.055,7.857,270.00
,14.62,2460600.5,0.0844,2.889,17.06,196.64,285.97,MBA,0.042,7.755,109.47
,14.96,2460600.5,0.0808,2.927,3.29,93.66,291.40,MBA,,,173.48
,14.36,2460600.5,0.0562,3.155,8.71,316.43,310.09,MBA,0.058,8.334,115.66
,15.67,2460600.5,0.1227,2.585,8.11,115.41,275.29,MBA,,,151.29
,15.00,2460600.5,0.1715,3.124,1.26,51.06,16.98,MBA,0.043,6.089,359.68
,16.25,2460600.5,0.1033,2.201,5.39,317.89,115.43,MBA,,,309.26
,14.83,2460600.5,0.1931,2.995,12.53,126.90,304.69,MBA,,,100.51
,13.95,2460600.5,0.1073,3.042,11.39,42.17,16.19,MBA,0.131,6.484,53.03
,13.37,2460600.5,0.1174,3.114,16.90,39.63,158.38,MBA,0.284,6.266,199.11
,14.92,2460600.5,0.1848,2.588,12.60,85.74,255.44,MBA,,,194.73
,16.07,2460600.5,0.2010,2.374,12.53,94.66,336.56,MBA,0.061,3.389,42.75
,15.27,2460600.5,0.0806,2.525,13.23,210.87,257.25,MBA,,,164.29
,14.09,2460600.5,0.1755,3.164,5.39,172.70,239.25,MBA,0.041,8.230,347.83
,15.46,2460600.5,0.0800,2.665,2.46,176.78,245.44,MBA,,,46.85
,14.68,2460600.5,0.2516,3.051,0.53,305.86,99.74,MBA,0.040,7.667,73.56
,15.72,2460600.5,0.2851,2.354,23.32,348.27,54.96,MBA,,,99.81
,15.03,2460600.5,0.0821,2.994,13.35,131.72,14.89,MBA,0.130,4.335,343.56
,14.12,2460600.5,0.1229,3.173,10.76,155.32,327.84,MBA,0.052,9.202,237.74
,14.69,2460600.5,0.1608,3.211,5.14,83.32,275.37,OMB,0.080,6.193,348.24
,15.89,2460600.5,0.1825,2.614,2.79,352.44,59.91,MBA,,,139.78
,15.95,2460600.5,0.0722,2.571,3.09,34.52,43.80,MBA,,,130.58
,16.72,2460600.5,0.1097,2.172,1.72,260.76,155.53,MBA,,,8.45
,15.50,2460600.5,0.1043,2.712,3.51,333.31,47.23,MBA,,,18.81
,16.75,2460600.5,0.0651,2.109,1.57,249.05,35.32,MBA,,,240.66
,14.37,2460600.5,0.0451,3.369,7.11,161.50,177.50,OMB,0.048,7.986,261.99
,15.11,2460600.5,0.0704,2.943,2.06,264.54,99.46,MBA,,,181.65
,16.20,2460600.5,0.1606,2.2,5.75,159.05,230.19,MBA,,,352.66
,16.97,2460600.5,0.1303,2.163,0.89,351.36,333.20,MBA,,,107.93
,16.83,2460600.5,0.1491,2.169,4.74,133.89,201.63,MBA,,,87.80
,15.90,2460600.5,0.1342,2.416,1.81,351.68,38.10,MBA,0.053,4.391,21.80
,17.49,2460600.5,0.1558,2.187,1.71,12.24,355.59,MBA,,,35.82
,16.01,2460600.5,0.2226,2.418,2.48,132.05,252.53,MBA,,,27.31
,15.71,2460600.5,0.1175,2.579,2.94,19.17,6.62,MBA,,,166.14
,15.71,2460600.5,0.1978,2.476,3.55,107.66,230.23,MBA,,,334.85
,14.82,2460600.5,0.2220,3.012,3.63,18.99,5.83,MBA,0.063,5.541,119.54
,15.19,2460600.5,0.1210,2.96,9.56,354.48,13.97,MBA,,,175.99
,14.55,2460600.5,0.1405,3.037,9.63,154.98,237.84,MBA,0.158,4.620,95.69
,15.95,2460600.5,0.1524,2.257,3.72,184.75,232.69,MBA,,,239.92
,14.25,2460600.5,0.1575,3.245,2.31,58.45,321.48,OMB,0.042,8.919,315.61
,14.67,2460600.5,0.2033,2.571,13.72,166.78,286.88,MBA,,,152.56
,14.84,2460600.5,0.1169,2.635,7.82,346.39,5.86,MBA,,,153.33
,15.05,2460600.5,0.1935,2.425,2.80,127.65,279.86,MBA,0.380,2.474,13.46
,16.00,2460600.5,0.1789,2.276,3.68,137.79,214.68,MBA,,,270.90
,14.53,2460600.5,0.3058,2.576,4.12,357.11,56.90,MBA,,,190.30
,15.80,2460600.5,0.1481,2.161,4.33,99.15,279.54,MBA,,,79.26
,14.85,2460600.5,0.1436,2.551,12.88,11.41,85.85,MBA,,,173.51
,15.96,2460600.5,0.1383,2.27,6.13,194.92,199.55,MBA,,,254.88
,15.45,2460600.5,0.1149,2.359,6.84,358.73,33.63,MBA,,,119.95
,15.10,2460600.5,0.1693,2.429,2.00,161.02,250.27,MBA,0.032,6.726,9.37
,14.61,2460600.5,0.1035,2.231,6.95,14.95,148.92,MBA,,,202.29
,15.11,2460600.5,0.2043,2.372,3.06,110.11,301.90,MBA,,,93.85
,16.03,2460600.5,0.2282,2.364,2.53,149.24,201.20,MBA,,,145.58
,14.69,2460600.5,0.3133,3.067,3.91,185.61,225.74,MBA,,,96.91
,15.31,2460600.5,0.2831,2.302,10.79,158.77,185.98,MCA,0.323,2.134,233.42
,14.52,2460600.5,0.0911,3.172,8.23,262.36,131.84,MBA,0.055,6.239,347.60
,14.82,2460600.5,0.1161,2.96,10.88,147.00,221.07,MBA,0.079,3.928,157.16
,14.98,2460600.5,0.1760,3.042,1.69,30.67,7.71,MBA,,,68.17
,15.12,2460600.5,0.0501,3.046,3.65,351.68,62.98,MBA,0.044,5.651,43.71
,17.10,2460600.5,0.1656,2.145,2.09,323.45,46.37,MBA,,,102.43
,14.41,2460600.5,0.0854,3.002,11.26,141.79,114.51,MBA,0.185,4.676,225.00
,16.50,2460600.5,0.2292,2.353,3.57,124.98,194.88,MBA,,,154.85
,14.54,2460600.5,0.1711,3.103,1.66,204.06,209.86,MBA,0.036,8.366,7.27
,15.58,2460600.5,0.1547,2.289,5.12,306.16,100.44,MBA,0.180,2.490,186.26
,15.82,2460600.5,0.1402,2.358,6.60,163.14,194.45,MBA,,,125.76
,14.76,2460600.5,0.1737,3.206,2.49,90.66,243.61,OMB,,,18.34
,16.31,2460600.5,0.0908,2.294,6.46,180.60,240.40,MBA,,,175.82
,15.62,2460600.5,0.2321,2.788,8.51,157.03,222.48,MBA,0.043,4.860,331.78
,14.53,2460600.5,0.2326,2.571,12.91,150.34,255.50,MBA,,,200.99
,15.04,2460600.5,0.0834,2.705,7.29,260.29,47.18,MBA,,,80.20
,14.92,2460600.5,0.0346,2.74,5.75,280.46,240.40,MBA,0.061,6.491,218.03
,13.83,2460600.5,0.0352,3.022,8.78,315.74,248.09,MBA,0.143,6.535,285.17
,15.33,2460600.5,0.0859,2.353,6.16,315.21,311.51,MBA,,,215.41
,14.70,2460600.5,0.2017,2.68,14.11,23.45,324.07,MBA,0.248,3.516,106.41
,14.28,2460600.5,0.2118,2.691,7.03,89.81,306.15,MBA,0.208,4.623,67.78
,13.78,2460600.5,0.1527,2.609,14.58,58.08,334.94,MBA,,,180.51
Budperry,16.25,2460600.5,0.0942,1.905,26.22,179.56,284.18,IMB,,,158.90
,13.50,2460600.5,0.0866,3.173,10.28,285.08,326.64,MBA,0.285,5.969,117.72
,15.88,2460600.5,0.1575,2.375,5.13,267.55,117.85,MBA,,,87.99
,16.11,2460600.5,0.2182,2.369,2.30,18.18,0.14,MBA,,,110.05
Francoisecolas,14.88,2460600.5,0.1035,2.988,2.05,194.08,271.51,MBA,0.108,5.088,47.53
,14.71,2460600.5,0.1935,2.578,4.29,181.01,249.88,MBA,,,183.42
,15.35,2460600.5,0.0954,2.244,4.22,205.05,277.78,MBA,,,231.60
,15.60,2460600.5,0.1631,2.464,6.99,215.54,157.85,MBA,,,2.52
,13.95,2460600.5,0.0983,2.774,10.95,217.94,88.68,MBA,0.309,4.558,78.55
,14.47,2460600.5,0.1692,2.546,13.71,203.40,190.02,MBA,0.293,3.889,248.83
,14.89,2460600.5,0.1832,2.373,5.12,248.33,211.67,MBA,0.219,2.975,70.07
,14.44,2460600.5,0.1199,2.671,13.88,200.91,211.48,MBA,,,93.91
,15.64,2460600.5,0.2005,2.255,6.71,177.77,174.12,MBA,,,324.49
,15.58,2460600.5,0.2025,2.378,3.45,89.41,330.25,MBA,,,90.73
,15.16,2460600.5,0.0921,2.316,10.60,30.16,321.32,MBA,0.151,2.842,239.83
,14.22,2460600.5,0.1348,2.397,5.05,241.59,170.06,MBA,0.219,4.710,69.71
,15.39,2460600.5,0.2036,2.44,2.25,358.77,14.26,MBA,,,39.00
,14.25,2460600.5,0.0794,3.072,12.23,34.81,12.62,MBA,,,104.44
,15.52,2460600.5,0.1336,2.431,1.97,317.27,81.91,MBA,0.076,4.808,23.86
,15.74,2460600.5,0.1881,2.361,2.33,13.63,52.00,MBA,,,108.23
,15.40,2460600.5,0.0305,2.242,3.69,29.47,226.02,MBA,0.162,2.503,94.65
,14.65,2460600.5,0.2222,2.697,9.45,20.97,346.52,MBA,,,96.09
,15.69,2460600.5,0.1893,2.332,4.42,10.41,333.90,MBA,,,212.45
,14.64,2460600.5,0.0322,3.199,10.66,179.07,65.14,MBA,0.056,7.429,109.37
,14.34,2460600.5,0.1597,2.672,12.66,317.68,2.74,MBA,0.169,4.889,135.55
,14.72,2460600.5,0.2653,2.366,4.30,252.24,172.95,MBA,0.205,3.221,90.52
,14.76,2460600.5,0.3160,2.617,4.95,212.09,175.85,MBA,,,155.41
,15.12,2460600.5,0.1730,2.621,15.06,203.98,215.22,MBA,0.081,5.121,130.75
,15.29,2460600.5,0.0965,2.236,3.86,342.11,111.34,MBA,,,271.56
,14.96,2460600.5,0.0678,2.576,21.81,337.84,53.68,MBA,,,189.03
,15.76,2460600.5,0.1167,2.771,5.51,152.92,324.24,MBA,,,224.81
,16.01,2460600.5,0.1038,2.268,8.07,94.25,305.29,MBA,,,267.21
,15.25,2460600.5,0.0744,1.935,19.26,240.06,164.60,IMB,,,144.27
,14.77,2460600.5,0.0854,3.061,8.88,7.67,65.47,MBA,0.074,7.102,18.71
,15.09,2460600.5,0.2080,2.723,8.58,50.79,19.47,MBA,0.058,6.632,32.40
,16.61,2460600.5,0.1423,2.216,2.69,181.94,224.13,MBA,,,320.40
,13.76,2460600.5,0.0401,2.986,9.00,321.73,301.56,MBA,0.198,6.248,261.58
,14.71,2460600.5,0.1628,2.294,5.83,320.63,140.64,MBA,0.258,3.450,158.86
,15.02,2460600.5,0.2114,2.646,9.30,350.46,333.18,MBA,,,168.63
,16.29,2460600.5,0.0566,1.924,20.95,232.78,297.66,IMB,,,43.09
,16.02,2460600.5,0.2116,2.29,2.90,32.16,12.44,MBA,,,220.69
,15.70,2460600.5,0.1917,2.684,6.77,185.46,227.18,MBA,,,65.75
,13.93,2460600.5,0.2188,3.206,2.32,80.36,279.37,OMB,0.055,8.156,355.26
,15.74,2460600.5,0.1627,2.242,5.50,307.69,31.20,MBA,,,347.85
,15.34,2460600.5,0.1393,2.424,6.19,203.74,213.10,MBA,,,23.15
,14.96,2460600.5,0.1499,3.192,5.59,211.92,179.58,MBA,,,327.18
,14.82,2460600.5,0.2053,2.682,4.73,159.81,216.90,MBA,,,97.02
,15.60,2460600.5,0.0042,2.722,3.34,148.50,318.01,MBA,,,316.22
,15.05,2460600.5,0.1696,2.418,7.13,51.74,249.91,MBA,,,68.87
,13.58,2460600.5,0.1820,3.124,23.52,335.71,196.17,MBA,0.044,11.678,260.27
,15.93,2460600.5,0.1576,2.614,4.16,352.21,147.03,MBA,,,41.71
,15.85,2460600.5,0.0567,2.405,7.20,264.54,324.89,MBA,0.173,2.422,163.81
,15.77,2460600.5,0.1610,2.253,8.84,214.72,205.68,MBA,,,242.31
,14.80,2460600.5,0.1069,2.982,7.50,272.45,62.05,MBA,0.052,7.321,184.26
,15.56,2460600.5,0.1004,2.748,5.48,237.86,141.32,MBA,,,5.72
,13.91,2460600.5,0.0423,2.893,3.31,96.03,324.57,MBA,0.199,4.717,189.23
,14.23,2460600.5,0.0673,3.095,11.03,154.64,244.53,MBA,0.117,5.184,49.35
,15.95,2460600.5,0.1603,2.267,4.02,25.22,46.19,MBA,,,207.88
,14.27,2460600.5,0.0487,3.143,8.74,271.20,104.01,MBA,0.036,9.707,354.66
,15.29,2460600.5,0.1239,2.68,4.48,83.72,39.42,MBA,,,311.72
,16.25,2460600.5,0.1938,2.327,3.05,75.17,335.45,MBA,,,130.30
,15.79,2460600.5,0.0949,2.334,6.00,268.72,146.13,MBA,,,103.87
,14.71,2460600.5,0.1755,3.068,10.25,193.33,150.10,MBA,,,99.52
,15.07,2460600.5,0.2467,2.536,14.39,178.03,242.68,MBA,0.054,6.013,211.09
,15.95,2460600.5,0.1808,2.393,3.40,108.37,257.14,MBA,0.053,4.373,79.90
,14.16,2460600.5,0.0226,3.059,8.50,287.31,295.72,MBA,0.142,5.844,233.09
,14.99,2460600.5,0.0969,3.047,9.73,190.86,162.17,MBA,,,111.01
,14.92,2460600.5,0.1286,2.596,13.57,218.98,302.87,MBA,,,32.14
,15.67,2460600.5,0.1231,2.267,5.03,303.90,54.94,MBA,,,284.38
,15.25,2460600.5,0.0794,2.571,10.70,319.68,176.61,MBA,,,97.47
,15.51,2460600.5,0.1281,2.335,5.98,284.58,93.34,MBA,,,169.62
